BETA_1,SE_1,var_1,MAF_1
-0.276734353832855,0.221805333747873,0.0491976060790053,0.007178
0.175755754319512,0.278415984898609,0.0775154606470625,0.004434
0.0366089288400002,0.145580274676971,0.0211936163750223,0.013332
0.0173269557234573,0.0673714314403295,0.00453890977431902,0.064696
0.034997555104213,0.0816603292955897,0.00666840938066414,0.043741
0.0207163147497613,0.0674227619607479,0.00454582883041567,0.064564
-0.0316449260573988,0.219095574954188,0.0480028709645062,0.005945
-0.192864888218022,0.192068826136726,0.0368904339735399,0.007706
0.0225563541447208,0.0671254447350576,0.00450582533087927,0.065225
-0.120898634561936,0.198108190566786,0.039246855169646,0.007222
0.00860067521154435,0.0518551570832461,0.00268895731612813,0.116451
0.0451306149844599,0.0814801893622072,0.00663902125850114,0.043961
0.12843508807428,0.117560374508319,0.0138204416545362,0.020917
-0.469563304045424,0.466878392850229,0.217975433710413,0.001564
0.197927258476298,0.140875724350264,0.0198459697112116,0.014132
-0.0721069012224761,0.304966520736826,0.0930045787703249,0.003655
-0.209129802282772,0.147312461766052,0.0217009613915745,0.012983
0.0250867233143815,0.0823798929940601,0.00678644676971279,0.043214
-0.195614924380784,0.16381241008623,0.0268345056982592,0.011007
0.214237334501794,0.253481173708073,0.0642527054244223,0.005265
0.349311905255815,0.364681042599349,0.132992262831348,0.002531
-0.121384876160423,0.137383796121473,0.0188743074367465,0.01501
-0.0644889717065032,0.310578316375312,0.0964588906025234,0.003361
0.014581529765932,0.0672931002957506,0.00452836134741395,0.064829
0.156972375850843,0.127519531331591,0.0162612308710286,0.017875
-0.417695714683123,0.319410153002307,0.102022845840957,0.003369
0.0133546850245795,0.0674099376329631,0.00454409969167997,0.064565
0.197927258476298,0.140875724350264,0.0198459697112116,0.014132
0.0177118779998777,0.0673261134423382,0.00453280555125059,0.064785
0.0155191349128735,0.0671620876260037,0.004510746014283,0.065138
-0.112316176009192,0.198783223549399,0.0395147699646903,0.007178
0.018430125489697,0.0671390999729412,0.00450765874517659,0.065226
-0.126998037256808,0.197572212948512,0.0390347793293722,0.007266
-0.108488627276645,0.196463780405635,0.0385980170112736,0.007309
0.00335966511848101,0.0482412614822049,0.00232721930939447,0.134887
0.0356550625019609,0.0358050298138985,0.00128200015997416,0.315634
-0.125906135054725,0.134075242601562,0.0179761706786677,0.015618
0.00793265496796412,0.0581119486086128,0.00337699857109006,0.088497
0.058006863545091,0.0885491892618087,0.00784095891892362,0.037001
0.0206711597874696,0.0335981150525137,0.00112883333508195,0.470926
-0.100321052466704,0.0977013052384239,0.00954554504529168,0.035712
0.0424443603470827,0.0811125373278399,0.00657924371176022,0.044444
-0.597664807186412,0.434066890276196,0.188414065234047,0.001752
-0.040095450938123,0.0794079394075924,0.00630562084095987,0.045152
0.0335273336253787,0.0816218584650295,0.00666212777928531,0.043785
0.202410603848513,0.337232656990534,0.113725864940895,0.002977
0.0256073413379439,0.0355187063659608,0.00126157850191134,0.328911
0.0212705965790429,0.0351356445105719,0.00123451351517328,0.350875
0.323074546178585,0.267594185988279,0.0716066483747297,0.004725
0.0327893089186842,0.0593328951571134,0.00352039244772501,0.089602
-0.0849573883597117,0.218308710636718,0.0476586931398663,0.005989
0.209261330788244,0.161214336387562,0.025990062256882,0.011052
