BETA_2,SE_2,var_2,MAF_2
-0.06422,0.0983539,0.00967348964521,0.0011129
0.00890473,0.0177417,0.00031476791889,0.0352041
0.0068694,0.010437,0.000108930969,0.111492
0.00906441,0.0177308,0.00031438126864,0.964751
0.00906013,0.0177303,0.00031436353809,0.0352451
-0.00152074,0.0101756,0.00010354283536,0.117487
-0.00822319,0.0080366,6.458693956e-05,0.211619
0.00887943,0.0177146,0.00031380705316,0.035338
0.00888342,0.0177151,0.00031382476801,0.964658
0.00887943,0.0177146,0.00031380705316,0.035338
0.0321139,0.0469234,0.00220180546756,0.00487296
0.00888342,0.0177151,0.00031382476801,0.964643
0.00918506,0.0177113,0.00031369014769,0.964629
0.0377324,0.0280044,0.00078424641936,0.0139768
0.00913809,0.0177074,0.00031355201476,0.964614
0.00731425,0.0081835,6.696967225e-05,0.207065
0.00988455,0.0177177,0.00031391689329,0.964653
-0.0363889,0.0318781,0.00101621325961,0.0104736
0.0308268,0.0226692,0.00051389262864,0.0214222
0.0255755,0.0432135,0.00186740658225,0.00572614
-0.0119389,0.00822483,6.76478285289e-05,0.201872
-0.00299113,0.00929258,8.63520430564e-05,0.147167
-0.298647,0.110309,0.012168075481,0.000864598
0.00217121,0.00864466,7.47301465156e-05,0.178818
0.0380704,0.0382129,0.00146022572641,0.00732137
0.0124301,0.014752,0.000217621504,0.0568045
0.00265605,0.020288,0.000411602944,0.0279992
0.0171411,0.0172214,0.00029657661796,0.0404557
0.00369662,0.00739101,5.46270288201e-05,0.262835
0.0220616,0.0383752,0.00147265597504,0.00727121
0.00615803,0.028051,0.000786858601,0.0137089
0.0297296,0.0301373,0.00090825685129,0.0117956
-0.00131734,0.00701335,4.91870782225e-05,0.345164
0.00453742,0.0105717,0.00011176084089,0.106743
-0.00419322,0.0179565,0.00032243589225,0.0343499
-0.00303165,0.00714431,5.10411653761e-05,0.296901
0.000299139,0.0538982,0.00290501596324,0.00368844
0.00041113,0.00672527,4.52292565729e-05,0.615352
0.0747484,0.0345285,0.00119221731225,0.00879638
-0.0399631,0.0895433,0.00801800257489,0.00131449
0.0162309,0.0160784,0.00025851494656,0.0431021
-0.00642735,0.0323613,0.00104725373769,0.0106461
0.0045178,0.0115564,0.00013355038096,0.0871608
0.0493041,0.0660587,0.00436375184569,0.00246321
-0.00750932,0.0159203,0.00025345595209,0.0439298
-0.00178799,0.0194882,0.00037978993924,0.0289678
0.0144003,0.0160531,0.00025770201961,0.0485432
0.0166859,0.0160132,0.00025642257424,0.0433241
-0.00230593,0.00712239,5.07284393121e-05,0.297289
-0.00243976,0.00712349,5.07441097801e-05,0.296614
0.0165086,0.0160079,0.00025625286241,0.0433536
-0.000553012,0.00670135,4.49080918225e-05,0.61487
0.0518646,0.0685683,0.00470161176489,0.00226167
0.0168193,0.0160209,0.00025666923681,0.0432778
-0.0096548,0.0690758,0.00477146614564,0.00220802
-0.00107305,0.00718899,5.16815772201e-05,0.289453
-0.0953056,0.0592791,0.00351401169681,0.00302652
0.00210808,0.00672451,4.52190347401e-05,0.619802
0.0304923,0.0266353,0.00070943920609,0.0155211
-0.00437233,0.00690717,4.77089974089e-05,0.334727
-0.00708477,0.0159168,0.00025334452224,0.043906
-0.00510174,0.0069045,4.767212025e-05,0.335528
0.000660686,0.0325665,0.00106057692225,0.00998854
0.0297303,0.0159185,0.00025339864225,0.0437579
0.00296238,0.00838302,7.02750243204e-05,0.185432
0.00686794,0.00728456,5.30648143936e-05,0.723954
0.000504609,0.00773077,5.97648047929e-05,0.231505
0.00432488,0.00837399,7.01237085201e-05,0.185946
0.0315409,0.0158904,0.00025250481216,0.956009
0.00702777,0.00728452,5.30642316304e-05,0.723969
0.0838442,0.0607313,0.00368829079969,0.00276166
0.00737608,0.00728984,5.31417672256e-05,0.724954
0.00594453,0.00729146,5.31653889316e-05,0.725587
0.0534031,0.0305907,0.00093579092649,0.0114757
-0.105844,0.0749961,0.00562441501521,0.00196674
0.000145155,0.00884609,7.82533082881e-05,0.164075
0.00762031,0.00742373,5.51117671129e-05,0.73881
0.0076115,0.00742347,5.51079068409e-05,0.738816
0.00534681,0.00742293,5.50998897849e-05,0.732525
0.148019,0.0770349,0.00593437581801,0.00177986
-0.0549282,0.0409025,0.00167301450625,0.00639092
-0.0113847,0.0161668,0.00026136542224,0.0426519
-0.00269124,0.0107797,0.00011620193209,0.103316
0.0299393,0.0164449,0.00027043473601,0.0411178
-0.00761829,0.00769863,5.92689038769e-05,0.243127
0.00226326,0.00664474,4.41525696676e-05,0.466991
-0.0117628,0.0111005,0.00012322110025,0.0970149
0.0963617,0.0589295,0.00347268597025,0.00310029
0.0822475,0.0389511,0.00151718819121,0.00692705
