BETA_2,SE_2,var_2,MAF_2
0.0346791,0.0142819,0.00020397266761,0.0635991
-0.0578781,0.0624572,0.00390090183184,0.00313484
0.017196,0.0326794,0.00106794318436,0.0114173
-0.00607195,0.00738476,5.45346802576e-05,0.335636
0.0334952,0.0142554,0.00020321642916,0.063797
0.0378338,0.0143999,0.00020735712001,0.0624634
0.0247393,0.0137077,0.00018790103929,0.0695872
-0.0454069,0.036663,0.001344175569,0.00920558
-0.0152763,0.00796033,6.33668537089e-05,0.261088
0.00200452,0.0137923,0.00019022753929,0.0692409
-0.0162243,0.00792744,6.28443049536e-05,0.264992
-0.0511278,0.0590412,0.00348586329744,0.00358224
0.11076,0.0931642,0.00867956816164,0.00145434
-0.0149706,0.00796376,6.34214733376e-05,0.260982
-0.01762,0.012251,0.000150087001,0.0889735
0.0578155,0.0495771,0.00245788884441,0.00495019
-0.0453406,0.036663,0.001344175569,0.00920614
-0.0554802,0.0586359,0.00343816876881,0.00361156
-0.121988,0.0925832,0.00857164892224,0.00137346
0.0276502,0.0149593,0.00022378065649,0.0586613
0.00325335,0.0886578,0.00786020550084,0.00154216
-0.0176079,0.00808146,6.53099957316e-05,0.249528
0.0298073,0.0877279,0.00769618443841,0.00157344
0.0113992,0.0400856,0.00160685532736,0.00779144
-0.0453019,0.0366624,0.00134413157376,0.00920558
-0.0212237,0.0295117,0.00087094043689,0.0141689
-0.0453419,0.0366624,0.00134413157376,0.00920472
-0.00613922,0.00754545,5.69338157025e-05,0.312067
0.0365512,0.0144617,0.00020914076689,0.0621136
-0.00886238,0.0605901,0.00367116021801,0.0033179
-0.0453419,0.0366624,0.00134413157376,0.00920472
-0.0161385,0.0112988,0.00012766288144,0.107417
-0.0262248,0.0393381,0.00154748611161,0.00806227
-0.0154527,0.0148903,0.00022172103409,0.0934819
0.153875,0.125922,0.015856350084,0.000742184
0.20089,0.13479,0.0181683441,0.000649652
-0.0176917,0.0080657,6.505551649e-05,0.249792
-0.0177591,0.00806566,6.50548712356e-05,0.249807
-0.0677014,0.0634534,0.00402633397156,0.00302731
-0.0762099,0.0643244,0.00413762843536,0.00296187
0.0362895,0.0144746,0.00020951404516,0.0620345
-0.12575,0.0977943,0.00956372511249,0.00131201
-0.0164824,0.0113024,0.00012774424576,0.107363
-0.0123838,0.0553553,0.00306420923809,0.00405212
0.0299096,0.0162825,0.00026511980625,0.050181
-0.00207371,0.0433594,0.00188003756836,0.00649859
-0.0117267,0.00982746,9.65789700516e-05,0.150181
-0.00759379,0.0429969,0.00184873340961,0.00666584
-0.00693696,0.0187542,0.00035172001764,0.035995
-0.0163136,0.0080969,6.555978961e-05,0.252119
-0.0165757,0.00809565,6.55395489225e-05,0.252182
-0.0320399,0.0494727,0.00244754804529,0.00508716
0.115402,0.133203,0.017743039209,0.000741679
-0.00816834,0.00748017,5.59529432289e-05,0.323007
0.0222216,0.067331,0.004533463561,0.00268842
-0.0370742,0.0266513,0.00071029179169,0.0175139
-0.0520965,0.0368869,0.00136064339161,0.00909988
-0.0211138,0.0322683,0.00104124318489,0.0118564
-0.0133997,0.0318168,0.00101230876224,0.0121488
0.0210588,0.086844,0.007541880336,0.00158902
-0.0139578,0.00701963,4.92752053369e-05,0.475287
0.0195935,0.039029,0.001523262841,0.00819215
0.159973,0.0738585,0.00545507802225,0.00219332
-0.019829,0.0123126,0.00015160011876,0.0882371
-0.0488918,0.0371545,0.00138045687025,0.00897871
0.0635711,0.0551759,0.00304437994081,0.00398493
0.0566757,0.0496587,0.00246598648569,0.00491955
-0.0461239,0.0372479,0.00138740605441,0.00893436
0.175413,0.0827446,0.00684666882916,0.00183247
0.0293653,0.0471145,0.00221977611025,0.00570952
-0.04608,0.0372473,0.00138736135729,0.00893491
