BETA_2,SE_2,var_2,MAF_2
0.0064955,0.0127681,0.00016302437761,0.0635991
-0.0266339,0.0555124,0.00308162655376,0.00313484
0.0529193,0.0293778,0.00086305513284,0.0114173
-0.0018021,0.00660932,4.36831108624e-05,0.335636
0.00598029,0.0127476,0.00016250130576,0.063797
0.0039059,0.0128765,0.00016580425225,0.0624634
0.00692735,0.0122575,0.00015024630625,0.0695872
0.0876467,0.032704,0.001069551616,0.00920558
-0.0077832,0.00712148,5.07154773904e-05,0.261088
-0.00283762,0.0123641,0.00015287096881,0.0692409
-0.00703719,0.00709231,5.03008611361e-05,0.264992
0.0627603,0.0524139,0.00274721691321,0.00358224
-0.150062,0.081654,0.006667375716,0.00145434
-0.0080222,0.00712362,5.07459619044e-05,0.260982
0.00556775,0.0109463,0.00011982148369,0.0889735
0.013673,0.0446168,0.00199065884224,0.00495019
0.0876447,0.0327047,0.00106959740209,0.00920614
0.0756418,0.0521878,0.00272356646884,0.00361156
0.000629421,0.08297,0.0068840209,0.00137346
-0.0351983,0.0133882,0.00017924389924,0.0586613
4.79099e-05,0.0791676,0.00626750888976,0.00154216
-0.0116956,0.00723171,5.22976295241e-05,0.249528
-0.0188877,0.0787627,0.00620356291129,0.00157344
-0.0729083,0.0357273,0.00127643996529,0.00779144
0.0876745,0.0327033,0.00106950583089,0.00920558
0.0512457,0.0263969,0.00069679632961,0.0141689
0.0876507,0.0327025,0.00106945350625,0.00920472
-0.00835404,0.00675329,4.56069258241e-05,0.312067
0.00549318,0.0129265,0.00016709440225,0.0621136
-0.0227138,0.0540959,0.00292636639681,0.0033179
0.0876507,0.0327025,0.00106945350625,0.00920472
0.0147541,0.0101067,0.00010214538489,0.107417
0.116715,0.0348504,0.00121455038016,0.00806227
-0.0132989,0.0133972,0.00017948496784,0.0934819
-0.0727606,0.11412,0.0130233744,0.000742184
0.00928681,0.123517,0.015256449289,0.000649652
-0.0118274,0.00722202,5.21575728804e-05,0.249792
-0.011833,0.00722197,5.21568506809e-05,0.249807
0.0350437,0.0570755,0.00325761270025,0.00302731
0.0397994,0.0576734,0.00332622106756,0.00296187
0.00505618,0.0129396,0.00016743324816,0.0620345
0.0517519,0.0858306,0.00736689189636,0.00131201
0.0149414,0.0101117,0.00010224647689,0.107363
0.0182964,0.0492924,0.00242974069776,0.00405212
0.000982716,0.0145027,0.00021032830729,0.050181
0.0791569,0.0390864,0.00152774666496,0.00649859
0.005106,0.00880925,7.76028855625e-05,0.150181
-0.0390371,0.038371,0.001472333641,0.00666584
-0.00969647,0.0167909,0.00028193432281,0.035995
-0.00708074,0.00725482,5.26324132324e-05,0.252119
-0.00708595,0.00725532,5.26396683024e-05,0.252182
0.0279526,0.0438658,0.00192420840964,0.00508716
0.0848306,0.114144,0.013028852736,0.000741679
-0.00536582,0.0066956,4.483105936e-05,0.323007
0.0609389,0.0602459,0.00362956846681,0.00268842
0.0311002,0.0237849,0.00056572146801,0.0175139
0.0864805,0.0328932,0.00108196260624,0.00909988
-0.0300283,0.0288336,0.00083137648896,0.0118564
0.0392104,0.0284785,0.00081102496225,0.0121488
-0.0202994,0.0783843,0.00614409848649,0.00158902
-0.00213665,0.00628575,3.95106530625e-05,0.475287
-0.0682992,0.0347746,0.00120927280516,0.00819215
-0.183203,0.0669384,0.00448074939456,0.00219332
0.00989118,0.0110022,0.00012104840484,0.0882371
0.0836542,0.0331176,0.00109677542976,0.00897871
0.0490352,0.049739,0.002473968121,0.00398493
0.003007,0.0447031,0.00199836714961,0.00491955
0.0827564,0.0332044,0.00110253217936,0.00893436
-0.0446748,0.0738389,0.00545218315321,0.00183247
0.00835596,0.0415957,0.00173020225849,0.00570952
0.0827236,0.0332043,0.00110252553849,0.00893491
-0.0521588,0.0780006,0.00608409360036,0.00160489
0.0169118,0.100512,0.010102662144,0.000960139
-0.0035229,0.0342201,0.00117101524401,0.00838101
-0.0122863,0.0072574,5.266985476e-05,0.249331
0.0310144,0.0638293,0.00407417953849,0.0023493
