BETA_1,SE_1,var_1,MAF_1
-0.0268720577998668,0.0342786261219816,0.0011750242088106,0.60619
-0.0268720577998668,0.0342786261219816,0.0011750242088106,0.60619
-0.00242329210422734,0.0805350018103895,0.00648588651659944,0.044353
-0.0263859003429826,0.0342823375308992,0.0011752786665825,0.606102
-0.0461990233691504,0.0507401758006349,0.00257456544027934,0.12521
0.0573562026393152,0.0473212020043286,0.00223929615913447,0.148971
0.0544116483876954,0.0472645399041257,0.00223393673234869,0.149455
0.0556315073893355,0.0472912243296886,0.00223645989860093,0.149367
-0.0708603252875459,0.42938734825414,0.184373494840722,0.001755
0.0506856594678236,0.0422130716948074,0.00178194342191095,0.195749
0.0133264896559902,0.0372990965920091,0.00139122260658002,0.283504
-0.010055051845831,0.0331747510614556,0.00110056410798955,0.483484
0.0566657535361655,0.0472731437621432,0.00223475012115626,0.149281
0.00375849622663652,0.0389525425811477,0.00151730057353612,0.754986
0.0033941162419254,0.0389527717664545,0.00151731842828949,0.75503
-0.0708603252875459,0.42938734825414,0.184373494840722,0.001755
-0.108764180691385,0.283205872214025,0.0802055660565067,0.004294
-0.013407874132544,0.11310812918621,0.0127934488880044,0.026791
0.021737200807155,0.0784870029737976,0.00616020963580891,0.046996
-0.0547005810903678,0.050890260786255,0.00258981864289304,0.124591
0.00475262076331639,0.0389384126534677,0.00151619997997173,0.754634
-0.281091583960833,0.386915456064909,0.149703570141917,0.002339
0.021737200807155,0.0784870029737976,0.00616020963580891,0.046996
0.0175424542152328,0.0785229325189114,0.00616585093136951,0.046953
-0.125933413155814,0.151469693662962,0.0229430680983516,0.012905
0.384884181703111,0.228670487584332,0.0522901918920561,0.006433
0.0625806062241502,0.360246433449821,0.129777492813316,0.00263
0.0430843983298101,0.268123294070384,0.0718901008231536,0.004422
0.00235673858168536,0.0389317681965353,0.00151568257490876,0.754987
0.0284765385248597,0.206517363329032,0.0426494213563754,0.007636
-0.358108009594476,0.333129080716978,0.110974984419339,0.002917
0.196311270885013,0.395952900789501,0.15677869964362,0.002195
0.0488933477041687,0.111672217021077,0.0124706840544025,0.022447
-0.0138587770441632,0.0334915854741184,0.00112168629757018,0.421269
0.0647225708975122,0.0470106917421397,0.00221000513807448,0.151972
-0.00462801105536516,0.0390214099578439,0.00152267043509812,0.757932
0.0606116748854748,0.0771745608045398,0.00595591283537361,0.058523
-0.0105326142769182,0.0334980506828847,0.00112211939955311,0.422851
-0.00898540647274804,0.0335433180544438,0.00112515418610158,0.418788
-0.0184351839346358,0.033794564459808,0.00114207258702812,0.402961
0.0632395272057859,0.0469038291131254,0.00219996918547327,0.153074
0.0707207242119387,0.221036938963686,0.0488573283864363,0.006714
-0.0450257253684547,0.0509368185374005,0.00259455948271207,0.12446
