BETA_2,SE_2,var_2,MAF_2
0.0104625,0.0103443,0.00010700454249,0.0658881
0.0104625,0.0103443,0.00010700454249,0.0658881
0.0104625,0.0103443,0.00010700454249,0.0658881
0.00105662,0.00546224,2.98360658176e-05,0.336691
-0.00389405,0.0131795,0.00017369922025,0.0396997
0.0292873,0.0434085,0.00188429787225,0.00358312
-0.163373,0.0816022,0.00665891904484,0.00102383
0.0181731,0.0188852,0.00035665077904,0.019315
0.00248369,0.00599714,3.59656881796e-05,0.75173
0.0446741,0.0497875,0.00247879515625,0.0027022
0.0106494,0.0103417,0.00010695075889,0.0659161
0.00641762,0.0370467,0.00137245798089,0.00501734
-0.0788527,0.082237,0.006762924169,0.000973605
-0.0616389,0.0796721,0.00634764351841,0.00103731
0.0181731,0.0188852,0.00035665077904,0.019315
-0.0734854,0.0890988,0.00793859616144,0.000817926
0.00329117,0.00528892,2.79726747664e-05,0.397766
0.0106494,0.0103417,0.00010695075889,0.0659161
-0.0923551,0.123606,0.015278443236,0.000417001
-0.018606,0.047426,0.002249225476,0.00292579
-0.0189808,0.0281179,0.00079061630041,0.00872927
0.00245621,0.00599767,3.59720454289e-05,0.751723
-0.0146414,0.0218514,0.00047748368196,0.0145409
0.00395423,0.00527314,2.78060054596e-05,0.403058
0.00560393,0.0147735,0.00021825630225,0.0326834
0.0405166,0.0414804,0.00172062358416,0.00390565
0.00386022,0.0052739,2.781402121e-05,0.403059
-0.00497263,0.0057452,3.300732304e-05,0.278502
0.00866313,0.0193797,0.00037557277209,0.018556
0.00402461,0.00527709,2.78476788681e-05,0.40345
0.00404482,0.00527653,2.78417688409e-05,0.403238
-0.0665652,0.053052,0.002814514704,0.00236982
0.0441961,0.0289575,0.00083853680625,0.00805902
-0.00697987,0.0101183,0.00010237999489,0.0699311
0.0497069,0.0459701,0.00211325009401,0.00315038
0.0107826,0.0367918,0.00135363654724,0.00480205
0.0106856,0.0103405,0.00010692594025,0.0659295
0.0022978,0.00599808,3.59769636864e-05,0.751715
0.0213324,0.0189779,0.00036016068841,0.0191204
0.102707,0.0736692,0.00542715102864,0.0012548
-0.0143369,0.0504014,0.00254030112196,0.00261991
0.0485643,0.0500966,0.00250966933156,0.00267041
0.00401734,0.0052737,2.781191169e-05,0.403137
-0.00326935,0.0169095,0.00028593119025,0.0241713
0.00118985,0.00546239,2.98377045121e-05,0.336516
0.0102797,0.0363289,0.00131978897521,0.00517392
-0.00386147,0.0313348,0.00098186969104,0.00686971
0.00395368,0.0052747,2.782246009e-05,0.402927
0.000351615,0.0908169,0.00824770932561,0.000880418
0.0796588,0.0500834,0.00250834695556,0.00270245
-0.0329253,0.0599506,0.00359407444036,0.00187772
-0.02527,0.0681233,0.00464078400289,0.00141151
-0.0391268,0.0482069,0.00232390520761,0.00290959
0.00117284,0.00546226,2.98362843076e-05,0.336568
0.0107042,0.0618502,0.00382544724004,0.00171694
-0.0378081,0.0609972,0.00372065840784,0.00179339
0.0610583,0.0790632,0.00625098959424,0.00103786
-0.0209048,0.111764,0.012491191696,0.00050981
-0.0083765,0.0101746,0.00010352248516,0.0691963
-0.00816936,0.0101753,0.00010353673009,0.069183
0.00391261,0.00527322,2.78068491684e-05,0.403065
0.00397329,0.00527389,2.78139157321e-05,0.403052
0.023935,0.0172327,0.00029696594929,0.0230071
0.0181767,0.0222537,0.00049522716369,0.0136878
0.00952813,0.0187723,0.00035239924729,0.0194456
0.0281449,0.071848,0.005162135104,0.00125294
0.000382764,0.0122964,0.00015120145296,0.048061
0.00116444,0.00546301,2.98444782601e-05,0.336377
0.0186222,0.0188849,0.00035663944801,0.0193132
-0.0244973,0.0309219,0.00095616389961,0.0069983
0.00387572,0.00527551,2.78310057601e-05,0.402797
-0.00706532,0.01012,0.0001024144,0.0699487
0.0302956,0.0163736,0.00026809477696,0.0253919
0.00390342,0.0052739,2.781402121e-05,0.402923
0.00386426,0.00527351,2.78099077201e-05,0.403022
-0.00709793,0.0101194,0.00010240225636,0.0699401
0.00219869,0.0302012,0.00091211248144,0.00743518
0.0366982,0.0477088,0.00227612959744,0.00290141
0.0704765,0.0688995,0.00474714110025,0.00138867
0.00384694,0.00527306,2.78051617636e-05,0.403037
0.00119,0.00546237,2.98374860169e-05,0.336424
0.0106827,0.0103426,0.00010696937476,0.0659007
0.00396289,0.00527339,2.78086420921e-05,0.403062
-0.0374223,0.0639429,0.00408869446041,0.00165512
0.00388487,0.00527541,2.78299506681e-05,0.402717
0.00275416,0.0124298,0.00015449992804,0.0454348
0.00249489,0.00599896,3.59875210816e-05,0.751692
0.0176572,0.0188932,0.00035695300624,0.0192972
-0.00714722,0.0170047,0.00028915982209,0.0238394
0.145714,0.12133,0.0147209689,0.000447655
-0.00533787,0.0475657,0.00226249581649,0.00304492
0.00132946,0.00546235,2.98372675225e-05,0.336706
0.0103774,0.010336,0.000106832896,0.065979
0.0164632,0.0219034,0.00047975893156,0.0144691
0.00376465,0.0052734,2.780874756e-05,0.403222
-0.000496873,0.0159742,0.00025517506564,0.0273138
-0.0116493,0.0173798,0.00030205744804,0.977339
-0.010119,0.0197386,0.00038961232996,0.0173057
-0.00690036,0.0101221,0.00010245690841,0.0698873
-0.00648789,0.00589464,3.47467807296e-05,0.258331
-0.00657757,0.00589526,3.47540904676e-05,0.258277
0.018832,0.0188843,0.00035661678649,0.0193014
0.00982546,0.0103296,0.00010670063616,0.0660366
0.00389796,0.00527424,2.78176075776e-05,0.402892
0.00363664,0.00527246,2.77988344516e-05,0.403228
0.00365565,0.00527318,2.78064273124e-05,0.403062
0.00365565,0.00527318,2.78064273124e-05,0.403062
-0.231423,0.123493,0.015250521049,0.000417195
-0.010717,0.0917273,0.00841389756529,0.000864945
0.00365565,0.00527318,2.78064273124e-05,0.403062
-0.0551393,0.0568064,0.00322696708096,0.00205634
-0.00437226,0.00574438,3.29979015844e-05,0.278262
-0.0175908,0.0267287,0.00071442340369,0.00948167
0.0098513,0.0103127,0.00010635178129,0.0662946
0.00367566,0.00527376,2.78125445376e-05,0.403087
0.00326574,0.00527747,2.78516896009e-05,0.403675
0.00144643,0.00546247,2.98385785009e-05,0.336645
0.0117962,0.0692665,0.00479784802225,0.00145389
0.00970002,0.0103306,0.00010672129636,0.0660232
0.011341,0.0493437,0.00243480072969,0.00272399
-0.0125051,0.108594,0.011792656836,0.00057272
0.00371551,0.00527439,2.78191898721e-05,0.403071
-0.0575071,0.0779105,0.00607004601025,0.00106798
0.00580001,0.0214888,0.00046176852544,0.0146817
-0.0264272,0.0547565,0.00299827429225,0.00221143
0.00373897,0.00527363,2.78111733769e-05,0.403216
-0.0319235,0.0440003,0.00193602640009,0.00340136
0.0197146,0.0532351,0.00283397587201,0.00233291
-0.00672241,0.00589687,3.47730757969e-05,0.258277
0.00234752,0.00599845,3.59814024025e-05,0.751777
-0.00402852,0.0511859,0.00261999635881,0.0025703
0.00371627,0.00527414,2.78165527396e-05,0.403185
-0.00726595,0.00588361,3.46168666321e-05,0.260111
0.00350306,0.00527274,2.78017871076e-05,0.40312
0.00999208,0.0103307,0.00010672336249,0.066059
0.0145616,0.011015,0.000121330225,0.0578658
0.00804131,0.0280896,0.00078902562816,0.00860566
0.00315379,0.00526896,2.77619394816e-05,0.403018
0.0212288,0.018978,0.000360164484,0.0191061
0.000783526,0.00545973,2.98086516729e-05,0.336409
-0.0117621,0.0742117,0.00550737641689,0.00117552
-0.00715218,0.0101061,0.00010213325721,0.0700321
0.0049273,0.0145934,0.00021296732356,0.0333681
0.0374541,0.0310417,0.00096358713889,0.993176
-0.0129992,0.0195659,0.00038282444281,0.0176296
-0.125775,0.0979125,0.00958685765625,0.000694595
-0.0131036,0.0195742,0.00038314930564,0.0176142
-0.0131036,0.0195742,0.00038314930564,0.0176142
0.0819614,0.0957146,0.00916128465316,0.000727081
0.00402944,0.00531364,2.82347700496e-05,0.385425
-0.00617615,0.00589145,3.47091831025e-05,0.258616
-0.0129992,0.0195659,0.00038282444281,0.0176296
-0.00710185,0.0101071,0.00010215347041,0.0700167
0.000804021,0.00545905,2.98012269025e-05,0.336497
0.057533,0.0532333,0.00283378422889,0.00238997
0.00402745,0.00531328,2.82309443584e-05,0.385444
-0.00715218,0.0101061,0.00010213325721,0.0700321
-0.0129992,0.0195659,0.00038282444281,0.0176296
0.0209192,0.0191055,0.00036502013025,0.0188376
-0.024527,0.0395061,0.00156073193721,0.00430662
0.00354118,0.0059969,3.596280961e-05,0.752182
-0.00238017,0.057972,0.003360752784,0.00196078
-0.0128248,0.0195824,0.00038347038976,0.0175966
-0.0128248,0.0195824,0.00038347038976,0.0175966
-0.00726309,0.0101073,0.00010215751329,0.070041
0.0957238,0.0822356,0.00676269390736,0.00100299
0.0191793,0.017309,0.000299601481,0.0228023
0.00303051,0.00526856,2.77577244736e-05,0.403023
0.023466,0.0230395,0.00053081856025,0.012998
-0.0128043,0.0195827,0.00038348213929,0.0175977
0.0163275,0.0119015,0.00014164570225,0.0484219
-0.0027295,0.0135191,0.00018276606481,0.0377899
0.0201052,0.04864,0.0023658496,0.00295702
0.0405202,0.0414811,0.00172068165721,0.00390577
-0.00748759,0.010111,0.000102232321,0.070012
-0.00484981,0.00573627,3.29047935129e-05,0.279417
0.00391363,0.00531163,2.82134132569e-05,0.385159
-0.035222,0.0701195,0.00491674428025,0.00137358
0.0919904,0.076804,0.005898854416,0.00114519
-0.0144902,0.0175593,0.00030832901649,0.0219235
